image_name,extracted_text,cleaned_text,confidence
5949345152205785884_121.jpg,"7:30 ٥ ٦٥٥ technology ٦' Top Latest People Media Lists technical explanation by researchers studying the Buga spheres in Colombia  These spheres are seamless, lacking any welding marks, and surpass human technology. #Buga #spheres [٥I@٧ق 240(#)48- 58 17479 4|( ||/ 516K( ٥ ~ E»؟|BnEn STE.M Explorer @stemexp   5d  Evolution of human technology HUMAN TECHNOLOGY ٥٧٢٥٤ Through Key Milastones In Innovatlon and Progress STUNE AGE TUULS Furhuman nrru٦s Iitr Hrd nurs uuur ٦ ٣١١١٠١١ ١ ٦١٦٠٢u٦٦ ١٦١٧ ARIEULTURAL REVDLUTIDN ٢ر وا : ظا لئ قئاا IMVENTIUN ٥F THE WHEEL ٦BIFUIIU DS5InIL؟R II ٦IحU ٦٤ ٠ ٧٢٢٠،٦ ٦، ٨٨٠ رفو ؟١٠٤ و٨ ٢٤ METAL AGE TECHNULUGY  ٥٦ ٦ ٦ ٦ ٢ز٥١ مر ٦يق آه جررا ذTاذر ذ17٠ PRINTING PRESS ٦٤٢3=٢ Uemon  ٥٧5!7.5٦ ٨٥٥٤٨ ٥ ٠٠٦٢ INDUSTRIAL REVDLUTIUN ٤ه ننزجد 1أن. رراغوا  15111ن ELELTHILITV AND EUHMUMIEATIUN تة UUIJEIALAPE٨٥٨L ٥٨٥is ,519 ا7 ' زاوا ٣٠٧١00","7 30 5 655 technology 6 Top Latest People Media Lists technical explanation by researchers studying the Buga spheres in Colombia These spheres are seamless, lacking any welding marks, and surpass human technology. Buga spheres 5I 7ق 240 48- 58 17479 4 516K 5 ؟ BnEn STE. Explorer stemexp 5d Evolution of human technology HUMAN TECHNOLOGY 57254 Through Key Milastones In Innovatlon and Progress STUNE AGE TUULS Furhuman nrru6s Iitr Hrd nurs uuur 6 3111011 1 61602u66 1617 ARIEULTURAL REVDLUTIDN 2ر وا ظا لئ قئاا IMVENTIUN 5F THE WHEEL 6BIFUIIU DS5InIL II 6IحU 64 0 7220 6 6، 880 رفو ؟104 و8 24 METAL AGE TECHNULUGY 56 6 6 6 2ز51 مر 6يق آه جررا ذTاذر ذ170 PRINTING PRESS 6423 2 Uemon 575!7.56 85548 5 0062 INDUSTRIAL REVDLUTIUN 4ه ننزجد 1أن. رراغوا 15111ن ELELTHILITV AND EUHMUMIEATIUN تة UUIJEIALAPE858L 585is ,519 ا7 زاوا 307100",0.3537
5949345152205785897_121.jpg,"7:32 technology ٦ Latest People Media Lists bizjournals com 17 /|ر Karin Magana @HAUSA_PRO 2m ShareX Is Redefining How Web3 Meets the Real World Web3 has long promised mass adoption, but few projects truly connect blockchain technology with everyday life ShareX is changing that narrative by building the Web3 Consumer and Financial Layer for the global sharing ShareX قذ1ون ShareX 01 3 /ر|/ Shivam @ShivamPatralekh 2m Agentic Alwill change how banks mal decisions Top","7 32 technology 6 Latest People Media Lists bizjournals com 17 Karin Magana HAUSA_PRO 2m ShareX Is Redefining How Web3 Meets the Real World Web3 has long promised mass adoption, but few projects truly connect blockchain technology with everyday life ShareX is changing that narrative by building the Web3 Consumer and Financial Layer for the global sharing ShareX قذ1ون ShareX 01 3 Shivam ShivamPatralekh 2m Agentic Alwill change how banks mal decisions Top",0.6926
5949345152205785880_121.jpg,"7:31 ٧٥٥ food ٦' Top Latest People Media Lists Gully Foyle #UKTrade Ter .- 1c Good morning @nowak _paul seems youre all over the press this morning, saying Labour should explore rejoining the EU Customs Union because ""food prices too high"". Food prices are higher on average in the EU, and food price inflation since Brexit has been worse than the UK CP Food & Non Alcoholic Beverages (2015 100|  Data sources: CNS, Eurostatl 1٤٥ 5٥ل 15٥ EUZ7 Ilatest - Oct. ZUZ5i 150 140 130 UK Ilatest = Nov. 2U25) 120 11٥ 100 10 70 ?, ?7 ? Ch37 73+n 5y رف ر0ئذوء 307 ر آآءuااarاc3sدp 19 17222 0503 ٨|/ 6.1K ~ Dolly Parton Dolly Parton 10 Cozy nights call for comfort food  without all the fuss. My single-serve beef pot roast is ready when you are Just heat and eat! Visit bakingwithdollycom to learn more #DollysFrozenMeals +3 are 2113 2[14 215 2713 2120 2012? وءه","7 31 755 food 6 Top Latest People Media Lists Gully Foyle UKTrade Ter .- 1c Good morning nowak _paul seems youre all over the press this morning, saying Labour should explore rejoining the EU Customs Union because food prices too high . Food prices are higher on average in the EU, and food price inflation since Brexit has been worse than the UK CP Food Non Alcoholic Beverages 2015 100 Data sources CNS, Eurostatl 145 55ل 155 EUZ7 Ilatest - Oct. ZUZ5i 150 140 130 UK Ilatest Nov. 2U25 120 115 100 10 70 ?, ?7 ? Ch37 73 5y رف ر0ئذوء 307 آآءuااarاc3sدp 19 17222 0503 8 6.1K Dolly Parton Dolly Parton 10 Cozy nights call for comfort food without all the fuss. My single-serve beef pot roast is ready when you are Just heat and eat! Visit bakingwithdollycom to learn more DollysFrozenMeals 3 are 2113 2 14 215 2713 2120 2012? وءه",0.6185
5949345152205785908_121.jpg,"7:48 ،٦٥٥ عبداللطيف Latest People Media Lists 'Ezzat |Ezzat443 ٦h عبداللط يف ورب الكعبه قال الله تعالى إنالله عنده علم الساعة وينزل الفيث ويعلم غدا وما ماذاً مافي الأرحام وما تموت إن الله عليم خبير ٣٤ السجدة بأى /|/ 95 * محمد غفيد GafirM098040 1h الرؤية الواضحة »الوحدة ليلى _ عبداللط يف # 57 /ر|| ٨ 8ه af_1164@ وطا 1٨ عبداللط ! هم ينتظرون راس السنه حنا ننتظر 13 رجب لبيك يا أبا عبدالله /|,/ 73 wertymyl@ احمد الاشودى ٦٨ /# # ليلي - Top # ليلي - كاذبه تكسب تدرى نفس تدرى آرض  نفس ثمن - ألبيد كامو # ليلي _  ااا ما","7 48 ،655 عبداللطيف Latest People Media Lists Ezzat Ezzat443 6h عبداللط يف ورب الكعبه قال الله تعالى إنالله عنده علم الساعة وينزل الفيث ويعلم غدا وما ماذاً مافي الأرحام وما تموت إن الله عليم خبير 34 السجدة بأى 95 محمد غفيد GafirM098040 1h الرؤية الواضحة الوحدة ليلى _ عبداللط يف 57 8 8ه af_1164 وطا 18 عبداللط ! هم ينتظرون راس السنه حنا ننتظر 13 رجب لبيك يا أبا عبدالله , 73 wertymyl احمد الاشودى 68 ليلي - Top ليلي - كاذبه تكسب تدرى نفس تدرى آرض نفس ثمن - ألبيد كامو ليلي _ ااا ما",0.6598
5949345152205785895_121.jpg,"7:34 ٦٥٥ comics Top Latest People Media Lists 10 17265 3.5| 4|,/ 28.5K ~ DNG Comics )dngcomics 30 Imagine the feeling of reaching the of the mountain and taking in the fresh air To remind yourself of the place you came from To look back at the struggle and smile with your brothers This is the journey you must walk as a man L[٥ Z٤PP[L ٥١x 1741 555 10.8K /ر|| ٥ ~ Arkham Comics rkh٠ . 21 Dec آلللث [٨٨٨ 3 top","7 34 655 comics Top Latest People Media Lists 10 17265 3.5 4 , 28.5K DNG Comics dngcomics 30 Imagine the feeling of reaching the of the mountain and taking in the fresh air To remind yourself of the place you came from To look back at the struggle and smile with your brothers This is the journey you must walk as man 5 Z4PP 51x 1741 555 10.8K 5 Arkham Comics rkh0 . 21 Dec آلللث 888 3 top",0.6212
5949345152205785911_121.jpg,7:48 ٦٥٥ # ليلي _ عبداللطيف ٦ Top Latest People Media Lists Samestory3O7@ على باب الدنيا 9h عبداللط يف ٢٢ ان ساعات الممل نفسها من دون إستوردناها من ساعات تفكيرأو إجتهاد وهي تصلم تمافا لبلادهمء أما بالنسية لبلادنا فيوم العمل المناسب بمد صلاة الفجر يمكن أي عند وقت الظهيرة : على وينتهي أن يستأنف الناس مياتهم الاجتماعية بعدالعصر ويناموا بمدصلاة المشاء عبدالوهاب المسيردي ر9اق 175 044 (/14.9 /ر|| ٥ Ryan Hizam4@ ريان بن حزأم 9h على تغير الأحوال في ثانيه الله يقين بان عنذن اللى يارب يضع قلب ويكت ليلى _ عبداللط يف # ٦3 # ليلى _  الفرب يبدار قادر .,7 48 655 ليلي _ عبداللطيف 6 Top Latest People Media Lists Samestory3O7 على باب الدنيا 9h عبداللط يف 22 ان ساعات الممل نفسها من دون إستوردناها من ساعات تفكيرأو إجتهاد وهي تصلم تمافا لبلادهمء أما بالنسية لبلادنا فيوم العمل المناسب بمد صلاة الفجر يمكن أي عند وقت الظهيرة على وينتهي أن يستأنف الناس مياتهم الاجتماعية بعدالعصر ويناموا بمدصلاة المشاء عبدالوهاب المسيردي ر9اق 175 044 14.9 5 Ryan Hizam4 ريان بن حزأم 9h على تغير الأحوال في ثانيه الله يقين بان عنذن اللى يارب يضع قلب ويكت ليلى _ عبداللط يف 63 ليلى _ الفرب يبدار قادر .,0.6375
5949345152205785883_121.jpg,"7:30 ٥ ٦٥٥ technology ٦- Top Latest People Media Lists 410 172.2/ 07.3K 587K /ر|| ٥ ~ Grey @igreyfriend 6d In 1983, Steve Jobs predicted the next 50 years of technology His predictions: iPhone Internet Softwares App stores Artificial Intelligence 10 futuristic predictions from this talk that came true: Every major revolution starts ugly Good morning  Introductions are really funny 54:49 Morning  ٥» '255 127.4K 022.7K ٦،٦ ١١،١M < Amazing Video @amazingvi   5c With advanced technology like this, Porsche sketches becomes much easier","7 30 5 655 technology 6- Top Latest People Media Lists 410 172.2 07.3K 587K 5 Grey igreyfriend 6d In 1983, Steve Jobs predicted the next 50 years of technology His predictions iPhone Internet Softwares App stores Artificial Intelligence 10 futuristic predictions from this talk that came true Every major revolution starts ugly Good morning Introductions are really funny 54 49 Morning 5 255 127.4K 022.7K 6 6 11 1M Amazing Video amazingvi 5c With advanced technology like this, Porsche sketches becomes much easier",0.697
5949345152205785902_121.jpg,7:49 0540547... مفيز بسعل # هشتاقك ٦ Top Latest People Media Lists جيد Moh@ مكتب للاستقدام الهند 1d مرحبا مكتب استقدام العمالة الهندية دية جاهزة سائق عائلة سبق له العمل wa.me/+918738862054 تواصل مميذ # 0540547049_ هشتاقك ٧٥  ARABI٩ بدياقة INTERIOR ٤؛٩٦٧ ٥ - ٦٠  !ببر VER 003 01/01/1999 29/08/2022 ExP   06/08/2024 LAآ PRIVATE ٥L ١٥٥١٥ 0:11 RESTR ماآ 55 17 703 /ر|| bassion BassionBerry 1d _0540547049 اسعادنا تناسب _ مميز # هشتاقك _ بسعر فاخرمن الاخر ٦3 فث خوي السعو في لسعل 1290 Berry طعم الجميع,7 49 0540547... مفيز بسعل هشتاقك 6 Top Latest People Media Lists جيد Moh مكتب للاستقدام الهند 1d مرحبا مكتب استقدام العمالة الهندية دية جاهزة سائق عائلة سبق له العمل wa.me 918738862054 تواصل مميذ 0540547049_ هشتاقك 75 ARABI9 بدياقة INTERIOR 4 967 5 - 60 !ببر VER 003 01 01 1999 29 08 2022 ExP 06 08 2024 LAآ PRIVATE 5L 15515 0 11 RESTR ماآ 55 17 703 bassion BassionBerry 1d _0540547049 اسعادنا تناسب _ مميز هشتاقك _ بسعر فاخرمن الاخر 63 فث خوي السعو في لسعل 1290 Berry طعم الجميع,0.6343
5949345152205785889_121.jpg,"ت5  7:28 ""Putin and Russia ٦ Latest People Media Lists Mewtenant Spot @sleepawa  17m Replying to @RussialsntEnemy Ive always known the media was lying about Putin and Russia All you need to know is that this conflict was about NATO waging a proxy war on Russia through UKR They wanted to diminish Russials oil trace to control prices This required seizing control back of Sevastopol. R=/ln ٩٤،١٨١H٢ -:7:``71 ، وور h١٨l٥آ ٨| 7 Trevor Noah The Original In٠  T7m WHATA GAME? Donald Trump vs Thomas Matthew Crooks Blackrock Ad MK Ultra Manchurian Candidate Indoctrination Training Video #BangBang #BearDown Putin and Russia Cyclops Brother Propaganda All Seeing Eye Of War Need ReBranding For New Media Outlets VouTube +3 Top ؟ { Big",ت5 7 28 Putin and Russia 6 Latest People Media Lists Mewtenant Spot sleepawa 17m Replying to RussialsntEnemy Ive always known the media was lying about Putin and Russia All you need to know is that this conflict was about NATO waging proxy war on Russia through UKR They wanted to diminish Russials oil trace to control prices This required seizing control back of Sevastopol. ln 94 181H2 - 7 71 ، وور h18l5آ 8 7 Trevor Noah The Original In0 T7m WHATA GAME? Donald Trump vs Thomas Matthew Crooks Blackrock Ad MK Ultra Manchurian Candidate Indoctrination Training Video BangBang BearDown Putin and Russia Cyclops Brother Propaganda All Seeing Eye Of War Need ReBranding For New Media Outlets VouTube 3 Top ؟ Big,0.5663
5949345152205785909_121.jpg,7:48 ٦٥٥ عبداللطيف Top Latest People Media Lists almasoudi12May@ المسعوديه 8h - لف عبداللط و اعادة ساهموا بالنشر بقى اقل من عبدالعزيز احمد يحي عتودي محمد مبلغ الدية 20 مليون ريال أم عبدالهزيز   وأم محمد تنخاكم يا شعب طويق العظيم الاسلامية ويا اهبل سهم العطاء 00 1 ريال عهم العععخاء 50 ريال ص8- 40 ريال معهم_ البذل 20 يال بععهم البدكة اجعل لك سهوفي هذه الديه . لعل سهمك بعد الذه يكون سبب في انقاذ روحين ونفسين   وينهي معانات سنين رحمه الله الحساب بإسم امارة منطقة جازان دية عبدالله ٢ذم 4nعnوn^0=75و 175 02 ||/ ٦.9K ~ sara @atraf51l 9h -يف # ليلي _ عبداللط +3 # ليلي _ #ليلي _ التفريده الشهر فقيري علي  والأمة   العربي  الخليج 200 ريال ٤ ، كناني,7 48 655 عبداللطيف Top Latest People Media Lists almasoudi12May المسعوديه 8h - لف عبداللط اعادة ساهموا بالنشر بقى اقل من عبدالعزيز احمد يحي عتودي محمد مبلغ الدية 20 مليون ريال أم عبدالهزيز وأم محمد تنخاكم يا شعب طويق العظيم الاسلامية ويا اهبل سهم العطاء 00 1 ريال عهم العععخاء 50 ريال ص8- 40 ريال معهم_ البذل 20 يال بععهم البدكة اجعل لك سهوفي هذه الديه . لعل سهمك بعد الذه يكون سبب في انقاذ روحين ونفسين وينهي معانات سنين رحمه الله الحساب بإسم امارة منطقة جازان دية عبدالله 2ذم 4nعnوn 0 75و 175 02 6.9K sara atraf51l 9h -يف ليلي _ عبداللط 3 ليلي _ ليلي _ التفريده الشهر فقيري علي والأمة العربي الخليج 200 ريال 4 ، كناني,0.6369
5949345152205785906_121.jpg,"7:49 ،٥٥ ٦ مصر Top Latest People Media Lists |t3 1d تاريخي وللتاريخ  أمم أفريقيا حققت فوزفي أكتر المنتخبات تاريخيا : ممر 62 فوز نيجيريا 59 فوز غانا 54 فوز ساحل العا 49 فوز الكاميرون 47 فوز السنفال 31 المغرب 30 الجزائر 29 فوز N٥٥٣ 032 1741 /|,/ 79.2/ ٦3 ~4~+~ا,4^ ٦١١ ١٠ ٨٠١٠٠ ٦~ r٨ اكاس عمرو كأس  التي فوز فوز 652","7 49 ،55 6 مصر Top Latest People Media Lists t3 1d تاريخي وللتاريخ أمم أفريقيا حققت فوزفي أكتر المنتخبات تاريخيا ممر 62 فوز نيجيريا 59 فوز غانا 54 فوز ساحل العا 49 فوز الكاميرون 47 فوز السنفال 31 المغرب 30 الجزائر 29 فوز N553 032 1741 , 79.2 63 4 ,4 611 10 80100 6 r8 اكاس عمرو كأس التي فوز فوز 652",0.6693
5949345152205785893_121.jpg,"7:27 ٥ ٥٦٥٥ For You Trencing News Sports Entert Sports Fabrizio Romano @Fabrizi .. 12h Cristiano Ronaldo wins Best Middle East Player Award at Globe Soccer 2025! FABRIZI٥ اررا  RDMAN٥ 02.6K 1~9.5K 94/ /|,/ 3.7|1 ه Cleveland Browns @Br0.. 8h 0 don't think we did this for you Baltimore Ravens @Ravens 8h PERFECT TIMING $/0 BrownS","7 27 5 5655 For You Trencing News Sports Entert Sports Fabrizio Romano Fabrizi .. 12h Cristiano Ronaldo wins Best Middle East Player Award at Globe Soccer 2025! FABRIZI5 اررا RDMAN5 02.6K 1 9.5K 94 , 3.7 1 Cleveland Browns Br0.. 8h 0 don think we did this for you Baltimore Ravens Ravens 8h PERFECT TIMING 0 BrownS",0.6736
