image_name,extracted_text,cleaned_text,status
5949345152205785884_121.jpg,"directly resize
=====================
BASE:  torch.Size([1, 100, 1280])
NO PATCHES
=====================
# technology

## Top | Latest | People | Media | Lists

### technical explanation by researchers studying the Buga spheres in Colombia.  
These spheres are seamless, lacking any welding marks, and surpass human technology.  
#Buga #spheres  

---

### 58 comments

---

### 47.9K

---

### 4K

---

### 516K

---

### S.T.E.M Explorer  
@stemexp... · 5d  
Evolution of human technology  

---

### HUMAN TECHNOLOGY  
A Journey Through Key Milestones in Innovation and Progress  

#### AGRICULTURAL REVOLUTION  
**Agricultural Revolution**  
The Agricultural Revolution was a period of technological development in the 18th and 19th centuries that led to the transition from hand tools to machines.  

#### META AGE TECHNOLOGY  
**Meta Age Technology**  
Meta Age Technology is a term used to describe the integration of advanced technologies into everyday life.  

#### INDUSTRIAL REVOLUTION  
**Industrial Revolution**  
The Industrial Revolution was a period of rapid industrialization that began in the late 18th century and continued into the 19th century. It was characterized by the use of steam power, the development of new manufacturing processes, and the growth of cities.  

#### STONE AGE TOOLS  
**Stone Age Tools**  
The Stone Age was a period of human prehistory characterized by the use of stone tools.  

#### INVENTION OF THE WHEEL  
**Invention of the Wheel**  
The invention of the wheel revolutionized transportation and industry.  

#### PRINTING PRESS  
**Printing Press**  
The printing press is a device for applying pressure to an inked surface resting upon it, thereby transferring an image.  

#### ELECTRICITY AND  
**Electricity and Magnetism**  
Electricity and magnetism are two closely related phenomena that have played a crucial role in the development of modern technology.
","technology Top Latest People Media Lists technical explanation by researchers studying the Buga spheres in Colombia. These spheres are seamless, lacking any welding marks, and surpass human technology. Buga spheres --- 58 comments --- 47.9K --- 4K --- 516K --- . . . Explorer stemexp... 5d Evolution of human technology --- HUMAN TECHNOLOGY Journey Through Key Milestones in Innovation and Progress AGRICULTURAL REVOLUTION Agricultural Revolution The Agricultural Revolution was period of technological development in the 18th and 19th centuries that led to the transition from hand tools to machines. META AGE TECHNOLOGY Meta Age Technology Meta Age Technology is term used to describe the integration of advanced technologies into everyday life. INDUSTRIAL REVOLUTION Industrial Revolution The Industrial Revolution was period of rapid industrialization that began in the late 18th century and continued into the 19th century. It was characterized by the use of steam power, the development of new manufacturing processes, and the growth of cities. STONE AGE TOOLS Stone Age Tools The Stone Age was period of human prehistory characterized by the use of stone tools. INVENTION OF THE WHEEL Invention of the Wheel The invention of the wheel revolutionized transportation and industry. PRINTING PRESS Printing Press The printing press is device for applying pressure to an inked surface resting upon it, thereby transferring an image. ELECTRICITY AND Electricity and Magnetism Electricity and magnetism are two closely related phenomena that have played crucial role in the development of modern technology.",SUCCESS
5949345152205785897_121.jpg,"directly resize
=====================
BASE:  torch.Size([1, 100, 1280])
NO PATCHES
=====================
Karin Magana @HAUSA_PRO... · 2m  
ShareX Is Redefining How Web3 Meets the Real World 🌐  
Web3 has long promised mass adoption, but few projects truly connect blockchain technology with everyday life. ShareX is changing that narrative by building the Web3 Consumer and Financial Layer for the global sharing  

ShareX  
ShareX  
ShareX  

Shivam @ShivamPatralekh · 2m  
Agentic AI will change how banks make decisions.
","Karin Magana HAUSA_PRO... 2m ShareX Is Redefining How Web3 Meets the Real World Web3 has long promised mass adoption, but few projects truly connect blockchain technology with everyday life. ShareX is changing that narrative by building the Web3 Consumer and Financial Layer for the global sharing ShareX ShareX ShareX Shivam ShivamPatralekh 2m Agentic AI will change how banks make decisions.",SUCCESS
5949345152205785880_121.jpg,"directly resize
=====================
BASE:  torch.Size([1, 100, 1280])
NO PATCHES
=====================
# Gully Foyle #UKTrade

**Good morning @nowak_paul - seems you're all over the press this morning, saying Labour should explore rejoining the EU Customs Union because ""food prices are too high"".**

**Food prices are higher on average in the EU, and food price inflation since Brexit has been worse than the UK**

## CPI Food & Non-Alcoholic Beverages (2015 = 100)  
*(Data sources: ONS, Eurostat)*

- **EU27 (latest - Oct. 2025)**
- **UK (latest - Nov. 2025)**

Chart

**Chart**  
*Chart with my Julian Jessop @julianjessop*

---

**Dolly Parton**  
@DollyParton · 1d  

Cozy nights call for comfort food, without all the fuss.  
My single-serve beef pot roast is ready when you are. Just heat and eat! Visit bakingwithdolly.com to learn more.  
#DollysFrozenMeals
","Gully Foyle UKTrade Good morning nowak_paul - seems you re all over the press this morning, saying Labour should explore rejoining the EU Customs Union because food prices are too high . Food prices are higher on average in the EU, and food price inflation since Brexit has been worse than the UK CPI Food Non-Alcoholic Beverages 2015 100 Data sources ONS, Eurostat - EU27 latest - Oct. 2025 - UK latest - Nov. 2025 Chart Chart Chart with my Julian Jessop julianjessop --- Dolly Parton DollyParton 1d Cozy nights call for comfort food, without all the fuss. My single-serve beef pot roast is ready when you are. Just heat and eat! Visit bakingwithdolly.com to learn more. DollysFrozenMeals",SUCCESS
5949345152205785908_121.jpg,"directly resize
=====================
BASE:  torch.Size([1, 100, 1280])
NO PATCHES
=====================
# @Ezzat443 · 1h
# لیلی_عبداللطيف
كاذبه ورب الكعبه  
قال الله تعالى إن الله عنده علم الساعة وينزل الغيث ويعلم ما في الأرض وما تدري نفس ماذا تكسب غدا وما تدري نفس بأي أرض تموت إن الله عليم خبير. 34 السجدة  
🔗 🔗 4 🔗 95 🔗 1  

@GafirMo98040 · 1h  
«الوحدة تمن الرؤية الواضحة.»  
— البير كامو  

# لیلی_عبداللطيف

---

@af_1164 · 1h  
# لیلی_عبداللطيف

هم ينتظرون راس السنه  
حنا ننتظر 13 رجب ليبك يا أبا عبدالله  
🔗 🔗 73 🔗 1  

@wertymy1 · 1h  
احمد الرشودي
",Ezzat443 1h لیلی_عبداللطيف كاذبه ورب الكعبه قال الله تعالى إن الله عنده علم الساعة وينزل الغيث ويعلم ما في الأرض وما تدري نفس ماذا تكسب غدا وما تدري نفس بأي أرض تموت إن الله عليم خبير. 34 السجدة 4 95 1 GafirMo98040 1h الوحدة تمن الرؤية الواضحة. البير كامو لیلی_عبداللطيف --- af_1164 1h لیلی_عبداللطيف هم ينتظرون راس السنه حنا ننتظر 13 رجب ليبك يا أبا عبدالله 73 1 wertymy1 1h احمد الرشودي,SUCCESS
5949345152205785895_121.jpg,"directly resize
=====================
BASE:  torch.Size([1, 100, 1280])
NO PATCHES
=====================
# DNG Comics  
@dngcomics · 3d  
Imagine the feeling of reaching the top of the mountain and taking in the fresh air  

To remind yourself of the place you came from  

To look back at the struggle and smile with your brothers  

This is the journey you must walk as a man  

---

**LED ZEPPELIN**  

---

**Arkham Comics**  
@Arkh... · 21 Dec
",DNG Comics dngcomics 3d Imagine the feeling of reaching the top of the mountain and taking in the fresh air To remind yourself of the place you came from To look back at the struggle and smile with your brothers This is the journey you must walk as man --- LED ZEPPELIN --- Arkham Comics Arkh... 21 Dec,SUCCESS
5949345152205785911_121.jpg,"directly resize
=====================
BASE:  torch.Size([1, 100, 1280])
NO PATCHES
=====================
#ليلي_عبداللطيف

@Samestery307 · 9h  
#ليلي_عبداللطيف  

إن ساعات العمل يسمعنا  
استودياغنا من الكوب من دون  
نخبري أو إجتماع، وهي ساعات  
تتعلق تمامًا بالدعم، أما بالنسبة  
لألطفال في العمل العشبي  
فيها هو كل ما يعد من شعب  
ويتنوع، وله خصائصه، على  
أن يستألف الناس حياضهم  
الاجتماعية بعد الحصر وثانوا  
بعد حالة العيش.  

عبداللطيف المشرف  

---

03    46    44    11.14.9K  

@Ryan_Hizam4 · 9h  
ليلى عبداللطيف  

ليلى_عبداللطيف
",ليلي_عبداللطيف Samestery307 9h ليلي_عبداللطيف إن ساعات العمل يسمعنا استودياغنا من الكوب من دون نخبري أو إجتماع، وهي ساعات تتعلق تمام بالدعم، أما بالنسبة لألطفال في العمل العشبي فيها هو كل ما يعد من شعب ويتنوع، وله خصائصه، على أن يستألف الناس حياضهم الاجتماعية بعد الحصر وثانوا بعد حالة العيش. عبداللطيف المشرف --- 03 46 44 11.14.9K Ryan_Hizam4 9h ليلى عبداللطيف ليلى_عبداللطيف,SUCCESS
5949345152205785883_121.jpg,"directly resize
=====================
BASE:  torch.Size([1, 100, 1280])
NO PATCHES
=====================
# technology

## Top
- 410  
- 12.2K  
- 7.3K  
- 1.1B  
- 587K  

---

## Grey  
@jgreyfriend · 6d  
In 1983, Steve Jobs predicted the next 50 years of **technology**.

### His predictions:
- iPhone  
- Internet  
- Softwares  
- App stores  
- Artificial Intelligence  

---

## 10 futuristic predictions from this talk that came true:

### 1. Every major revolution starts ugly  

**Good morning. Introductions are really funny.**  

---

**54:49**  
**Morning.**  

---

- 255  
- 7.4K  
- 22.7K  
- 1.1M  

---

**Amazing Video**  
@amazingvi... · 5d  
With advanced **technology** like this, Porsche sketches becomes much easier.
","technology Top - 410 - 12.2K - 7.3K - 1.1B - 587K --- Grey jgreyfriend 6d In 1983, Steve Jobs predicted the next 50 years of technology . His predictions - iPhone - Internet - Softwares - App stores - Artificial Intelligence --- 10 futuristic predictions from this talk that came true 1. Every major revolution starts ugly Good morning. Introductions are really funny. --- 54 49 Morning. --- - 255 - 7.4K - 22.7K - 1.1M --- Amazing Video amazingvi... 5d With advanced technology like this, Porsche sketches becomes much easier.",SUCCESS
5949345152205785902_121.jpg,TIMEOUT,TIMEOUT,FAIL
5949345152205785889_121.jpg,"directly resize
=====================
BASE:  torch.Size([1, 100, 1280])
NO PATCHES
=====================
""Putin and Russia""

Mewtenant Spot @sleepawa... · 17m  
Replying to @RussialsntEnemy  
I've always known the media was lying about Putin and Russia. All you need to know is that this conflict was about NATO waging a proxy war on Russia through UKR. They wanted to diminish Russia's oil trade to control prices. This required seizing control back of Sevastopol.

Trevor Noah The Original In... · 17m  
WHAT A GAME? Donald Trump vs Thomas Matthew Crooks Blackrock Ad / MK Ultra Manchurian Candidate Indoctrination Training Video #BangBang #BearDown Putin and Russia Cyclops Big Brother Propaganda All Seeing Eye Of War Need ReBranding For New Media Outlets

YouTube
",Putin and Russia Mewtenant Spot sleepawa... 17m Replying to RussialsntEnemy ve always known the media was lying about Putin and Russia. All you need to know is that this conflict was about NATO waging proxy war on Russia through UKR. They wanted to diminish Russia oil trade to control prices. This required seizing control back of Sevastopol. Trevor Noah The Original In... 17m WHAT GAME? Donald Trump vs Thomas Matthew Crooks Blackrock Ad MK Ultra Manchurian Candidate Indoctrination Training Video BangBang BearDown Putin and Russia Cyclops Big Brother Propaganda All Seeing Eye Of War Need ReBranding For New Media Outlets YouTube,SUCCESS
5949345152205785909_121.jpg,"directly resize
=====================
BASE:  torch.Size([1, 100, 1280])
NO PATCHES
=====================
# #ليلي_عبداللطيف

## Top
## Latest
## People
## Media
## Lists

@almasoudi12May · 8h  
#ليلي_عبداللطيف  

بقي اقل من الشهر ساهموا بالنشر و اعادة التغريد  

---

## عبدالعزيز احمد هشيري  
محمد علي حجي عفوحي  

### ميثاق التربية 20 عامية برناة  
أم عبدالعزيز وام محمد تشككم يا شخص طويق العظيم  
ويا اهلل الخليج العربي واللغة اللاسلكية  

---

### منهج العطاء  
- **نموذج النشأة**  
- **نموذج الخير**  
- **نموذج البدل**  
- **نموذج الدركة**  

---

### اجعل لك سهم في هذه الدية ، لعل سهمك بعد الله يكون  
سبب في انتقاد روحين ونفسين وينهي معانات سنين  

---

### الحساب ياسم أمارة منطقية جازان دية عبدالله كناي رحمه الله  
### 2020-2021  

---

### سارة  
sara @atraf511 · 9h  

---

#ليلي_عبداللطيف
",ليلي_عبداللطيف Top Latest People Media Lists almasoudi12May 8h ليلي_عبداللطيف بقي اقل من الشهر ساهموا بالنشر اعادة التغريد --- عبدالعزيز احمد هشيري محمد علي حجي عفوحي ميثاق التربية 20 عامية برناة أم عبدالعزيز وام محمد تشككم يا شخص طويق العظيم ويا اهلل الخليج العربي واللغة اللاسلكية --- منهج العطاء - نموذج النشأة - نموذج الخير - نموذج البدل - نموذج الدركة --- اجعل لك سهم في هذه الدية ، لعل سهمك بعد الله يكون سبب في انتقاد روحين ونفسين وينهي معانات سنين --- الحساب ياسم أمارة منطقية جازان دية عبدالله كناي رحمه الله 2020-2021 --- سارة sara atraf511 9h --- ليلي_عبداللطيف,SUCCESS
5949345152205785906_121.jpg,TIMEOUT,TIMEOUT,FAIL
5949345152205785893_121.jpg,"directly resize
=====================
BASE:  torch.Size([1, 100, 1280])
NO PATCHES
=====================
# For You

## Trending | News | Sports | Enter

### Sports

**Fabrizio Romano**  
@Fabrizi... · 12h  
Cristiano Ronaldo wins Best Middle East Player Award at Globe Soccer 2025!

---

**CLEVELAND BROWNS**  
@ClevelandBrows · 8h  
don't think we did this for you

---

**Baltimore Ravens**  
@Ravens · 8h  
PERFECT TIMING

---

S/O @Browns
",For You Trending News Sports Enter Sports Fabrizio Romano Fabrizi... 12h Cristiano Ronaldo wins Best Middle East Player Award at Globe Soccer 2025! --- CLEVELAND BROWNS ClevelandBrows 8h don think we did this for you --- Baltimore Ravens Ravens 8h PERFECT TIMING --- Browns,SUCCESS
5949345152205785894_121.jpg,"directly resize
=====================
BASE:  torch.Size([1, 100, 1280])
NO PATCHES
=====================
# Who to follow

- **Mohamed Alrefaee follows**  
  **شبكة رصد**  
  Follow  
  @RassdNewsN  
  منصة إعلامية مهمة بالشأن المصري والعربي، تنقل الأخبار لحظة بلحظة وتعمل على إنتاج محتوى خبري، سياسي، إلخ...

- **OSAMA follows**  
  **beIN SPORTS**  
  Follow  
  @beINSPORTS  
  الحساب الرسمي في الشرق الأوسط وشمال أفريقيا.  
  تابع آخر الأخبار الرياضية على...

- **Mohamed Alrefaee and follow**  
  **follow**  
  Follow  
  EPL World  
  @EPLworld  
  المنصة العربية الأولى المتخصصة في تغطية الكرة الإنجليزية والعالمية بكل تفاصيلها  
  linkt.re/eplworld  

Show more

# Business news

- **Forbes**  
  @Forbes · 15h  
  Quote of the day. #qotd
",Who to follow - Mohamed Alrefaee follows شبكة رصد Follow RassdNewsN منصة إعلامية مهمة بالشأن المصري والعربي، تنقل الأخبار لحظة بلحظة وتعمل على إنتاج محتوى خبري، سياسي، إلخ... - OSAMA follows beIN SPORTS Follow beINSPORTS الحساب الرسمي في الشرق الأوسط وشمال أفريقيا. تابع آخر الأخبار الرياضية على... - Mohamed Alrefaee and follow follow Follow EPL World EPLworld المنصة العربية الأولى المتخصصة في تغطية الكرة الإنجليزية والعالمية بكل تفاصيلها linkt.re eplworld Show more Business news - Forbes Forbes 15h Quote of the day. qotd,SUCCESS
